Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue_USD,Vehicle_Age,Price_Range,Mileage_Range
M3,2014,Asia,Silver,Electric,Manual,3.2,90661,38174,7002,High,267294348,10,Mid-Range,Medium
7 Series,2021,South America,Black,Diesel,Manual,2.4,145133,108759,775,Low,84288225,3,Luxury,High
5 Series,2018,Europe,Black,Petrol,Manual,3.3,157352,76350,8983,High,685852050,6,Premium,Very High
3 Series,2012,Europe,Grey,Electric,Automatic,4.2,64628,103334,1307,Low,135057538,12,Luxury,Medium
X5,2012,South America,Red,Diesel,Manual,4.7,174617,53909,8340,High,449601060,12,Mid-Range,Very High
M3,2010,Asia,White,Petrol,Manual,4.9,38989,41373,7791,High,322337043,14,Mid-Range,Low
3 Series,2018,Europe,Black,Petrol,Manual,3.0,70111,48745,5763,Low,280917435,6,Mid-Range,Medium
M5,2015,Africa,Silver,Electric,Automatic,5.0,152137,45618,6376,Low,290860368,9,Mid-Range,Very High
7 Series,2011,Africa,Grey,Petrol,Automatic,2.5,129537,95388,8309,High,792578892,13,Premium,High
I8,2017,Africa,Grey,Diesel,Manual,1.5,139045,86624,9173,High,794601952,7,Premium,High
I3,2021,South America,Silver,Electric,Manual,4.2,119620,107191,3881,Low,416008271,3,Luxury,High
X5,2018,South America,White,Electric,Automatic,2.1,47045,77676,1984,Low,154109184,6,Premium,Low
3 Series,2018,South America,Black,Diesel,Automatic,1.7,154618,113192,7177,High,812378984,6,Luxury,Very High
X1,2011,Asia,Black,Diesel,Manual,4.7,129307,110851,2719,Low,301403869,13,Luxury,High
X5,2011,North America,Blue,Petrol,Manual,4.3,175644,93874,519,Low,48720606,13,Premium,Very High
X1,2022,North America,Grey,Diesel,Automatic,1.9,43,103557,5390,Low,558172230,2,Luxury,Low
M3,2016,Asia,Grey,Hybrid,Automatic,4.2,20983,47151,4311,Low,203267961,8,Mid-Range,Low
X5,2020,Middle East,Silver,Hybrid,Automatic,4.5,120043,92629,5757,Low,533265153,4,Premium,High
M3,2013,South America,Silver,Petrol,Automatic,4.7,29534,116715,1272,Low,148461480,11,Luxury,Low
X1,2022,Africa,Grey,Petrol,Manual,3.4,42018,82406,2353,Low,193901318,2,Premium,Low
I8,2010,Asia,Silver,Petrol,Automatic,4.0,133017,92603,8350,High,773235050,14,Premium,High
I3,2017,Asia,Black,Hybrid,Automatic,4.2,100215,42493,1056,Low,44872608,7,Mid-Range,High
X5,2011,Middle East,Silver,Hybrid,Manual,3.9,72264,80285,9374,High,752591590,13,Premium,Medium
7 Series,2023,North America,Silver,Diesel,Automatic,3.8,198324,118849,3948,Low,469215852,1,Luxury,Very High
I8,2012,Africa,Grey,Hybrid,Automatic,3.4,56815,45467,4165,Low,189370055,12,Mid-Range,Medium
7 Series,2014,Africa,White,Diesel,Automatic,3.2,113844,70542,3051,Low,215223642,10,Premium,High
M3,2023,Europe,Black,Electric,Automatic,5.0,91142,68336,196,Low,13393856,1,Premium,Medium
M5,2012,Middle East,White,Electric,Automatic,2.7,135948,80741,1383,Low,111664803,12,Premium,High
5 Series,2016,North America,Red,Electric,Automatic,1.8,91890,55170,2385,Low,131580450,8,Mid-Range,Medium
X5,2016,South America,Red,Electric,Automatic,4.2,120541,91240,7629,High,696069960,8,Premium,High
I8,2023,South America,Blue,Hybrid,Manual,2.2,75250,51308,5269,Low,270341852,1,Mid-Range,Medium
X3,2011,North America,Blue,Electric,Automatic,3.4,24794,108809,4591,Low,499542119,13,Luxury,Low
I8,2022,Europe,Blue,Electric,Manual,1.8,128505,64263,8608,High,553175904,2,Premium,High
X6,2022,North America,Black,Petrol,Automatic,3.7,164520,31347,2930,Low,91846710,2,Mid-Range,Very High
X5,2016,Asia,Grey,Electric,Manual,4.8,67869,54801,8462,High,463726062,8,Mid-Range,Medium
3 Series,2020,Europe,Blue,Hybrid,Automatic,4.0,147840,66217,6626,Low,438753842,4,Premium,High
I8,2015,Africa,Blue,Hybrid,Manual,2.3,133399,44455,7154,High,318031070,9,Mid-Range,High
3 Series,2019,Africa,Blue,Petrol,Manual,4.9,62227,93928,5871,Low,551451288,5,Premium,Medium
M5,2018,North America,Black,Diesel,Manual,2.6,19381,43775,2393,Low,104753575,6,Mid-Range,Low
X3,2022,Asia,Black,Electric,Manual,3.0,139472,116084,283,Low,32851772,2,Luxury,High
I3,2018,Europe,Silver,Electric,Manual,3.2,98398,101120,4846,Low,490027520,6,Luxury,Medium
X6,2011,Middle East,Black,Hybrid,Manual,5.0,17249,37128,1500,Low,55692000,13,Mid-Range,Low
I3,2016,Middle East,Grey,Petrol,Automatic,1.7,31264,75755,1325,Low,100375375,8,Premium,Low
7 Series,2014,Europe,White,Petrol,Manual,3.9,64220,42500,3388,Low,143990000,10,Mid-Range,Medium
M3,2022,South America,Grey,Diesel,Automatic,2.8,163955,118318,7649,High,905014382,2,Luxury,Very High
X5,2015,North America,Blue,Hybrid,Manual,1.8,195643,46580,4507,Low,209936060,9,Mid-Range,Very High
X5,2010,Africa,Black,Petrol,Automatic,4.8,183378,65917,3040,Low,200387680,14,Premium,Very High
X1,2016,Africa,Blue,Diesel,Manual,3.6,50560,58701,7232,High,424525632,8,Mid-Range,Medium
X3,2015,Africa,Red,Hybrid,Manual,4.1,118526,118409,861,Low,101950149,9,Luxury,High
X1,2013,Asia,Red,Electric,Manual,2.3,117626,31815,6273,Low,199575495,11,Mid-Range,High
X5,2010,North America,Silver,Electric,Automatic,4.2,123797,97811,5884,Low,575519924,14,Premium,High
5 Series,2018,Europe,White,Electric,Automatic,4.4,45955,102162,7768,High,793594416,6,Luxury,Low
X6,2013,Asia,White,Diesel,Automatic,3.0,122803,112708,8879,High,1000734332,11,Luxury,High
X1,2011,Africa,Red,Hybrid,Manual,3.5,148066,106676,6557,Low,699474532,13,Luxury,High
X1,2017,Middle East,Black,Hybrid,Automatic,4.9,80561,81419,477,Low,38836863,7,Premium,Medium
I8,2011,Europe,White,Electric,Manual,4.5,3315,45185,2691,Low,121592835,13,Mid-Range,Low
X5,2014,South America,Red,Diesel,Automatic,3.1,179302,70014,5266,Low,368693724,10,Premium,Very High
I3,2020,Europe,Red,Diesel,Automatic,3.8,165600,47528,3108,Low,147717024,4,Mid-Range,Very High
I3,2015,Europe,Red,Diesel,Manual,4.2,108815,38310,8674,High,332300940,9,Mid-Range,High
M5,2020,Africa,Grey,Petrol,Manual,1.6,120249,90318,3294,Low,297507492,4,Premium,High
X1,2022,Africa,Grey,Electric,Manual,3.6,144620,92887,4061,Low,377214107,2,Premium,High
5 Series,2017,Africa,Grey,Hybrid,Manual,4.9,156194,49972,8890,High,444251080,7,Mid-Range,Very High
X1,2020,North America,Black,Hybrid,Manual,4.8,188107,102649,7727,High,793168823,4,Luxury,Very High
5 Series,2010,Africa,Red,Petrol,Manual,4.4,10595,55189,5598,Low,308948022,14,Mid-Range,Low
I3,2010,Africa,White,Petrol,Automatic,1.9,76146,51456,9992,High,514148352,14,Mid-Range,Medium
X1,2021,South America,Black,Electric,Manual,5.0,28973,31712,794,Low,25179328,3,Mid-Range,Low
3 Series,2013,South America,White,Petrol,Manual,3.6,142261,71308,4312,Low,307480096,11,Premium,High
X3,2014,Asia,Red,Hybrid,Manual,2.3,58438,87263,5730,Low,500016990,10,Premium,Medium
I3,2022,Middle East,Red,Hybrid,Automatic,3.9,35459,38622,3615,Low,139618530,2,Mid-Range,Low
5 Series,2024,South America,Silver,Electric,Automatic,4.5,42059,38181,7983,High,304798923,0,Mid-Range,Low
5 Series,2022,Africa,White,Diesel,Automatic,1.9,188230,47260,5994,Low,283276440,2,Mid-Range,Very High
M3,2018,Asia,White,Electric,Manual,4.7,85165,75441,4186,Low,315796026,6,Premium,Medium
3 Series,2020,Asia,Grey,Petrol,Automatic,4.7,189253,78445,2354,Low,184659530,4,Premium,Very High
7 Series,2023,Africa,Grey,Electric,Manual,1.5,177040,112958,5268,Low,595062744,1,Luxury,Very High
5 Series,2016,Asia,Silver,Hybrid,Manual,4.7,38352,117499,5577,Low,655291923,8,Luxury,Low
I8,2016,Africa,Red,Petrol,Manual,4.8,113923,91148,5746,Low,523736408,8,Premium,High
I8,2017,Asia,Blue,Diesel,Manual,1.6,41862,68111,4617,Low,314468487,7,Premium,Low
M3,2024,Asia,Black,Hybrid,Manual,2.5,168803,33290,3158,Low,105129820,0,Mid-Range,Very High
X6,2014,Europe,White,Diesel,Manual,2.8,187718,73199,5680,Low,415770320,10,Premium,Very High
X5,2014,Asia,Silver,Hybrid,Automatic,2.7,115365,60138,3891,Low,233996958,10,Premium,High
5 Series,2010,Africa,Red,Petrol,Manual,4.2,113001,115964,850,Low,98569400,14,Luxury,High
I3,2023,Asia,Black,Petrol,Automatic,2.8,85431,119769,4852,Low,581119188,1,Luxury,Medium
3 Series,2018,South America,Black,Petrol,Automatic,4.8,104416,47525,9103,High,432620075,6,Mid-Range,High
7 Series,2015,Africa,Black,Diesel,Manual,5.0,197654,33434,7363,High,246174542,9,Mid-Range,Very High
5 Series,2018,Asia,Silver,Petrol,Manual,2.6,172251,46171,922,Low,42569662,6,Mid-Range,Very High
X3,2012,North America,Grey,Hybrid,Manual,3.3,10267,98980,3848,Low,380875040,12,Premium,Low
X3,2014,Middle East,Blue,Petrol,Automatic,3.5,118304,97876,5357,Low,524321732,10,Premium,High
I8,2011,Asia,Red,Hybrid,Manual,3.5,47829,86373,2318,Low,200212614,13,Premium,Low
X1,2019,Africa,Blue,Diesel,Automatic,2.8,170517,118478,4189,Low,496304342,5,Luxury,Very High
I3,2014,Europe,Silver,Hybrid,Manual,2.1,100540,73089,8812,High,644060268,10,Premium,High
M3,2024,North America,Grey,Petrol,Manual,1.7,21955,92137,468,Low,43120116,0,Premium,Low
I8,2022,Africa,Grey,Petrol,Automatic,1.9,27479,72313,9690,High,700712970,2,Premium,Low
7 Series,2022,North America,Grey,Petrol,Manual,4.7,21178,56079,2073,Low,116251767,2,Mid-Range,Low
X3,2022,Europe,Silver,Petrol,Automatic,2.5,178679,63424,3817,Low,242089408,2,Premium,Very High
I8,2024,South America,Red,Petrol,Automatic,1.8,151759,92336,1128,Low,104155008,0,Premium,Very High
M3,2023,South America,White,Hybrid,Automatic,3.7,103665,97908,1429,Low,139910532,1,Premium,High
I8,2017,Europe,Grey,Electric,Manual,1.8,61037,115753,2867,Low,331863851,7,Luxury,Medium
X1,2020,Europe,Black,Diesel,Manual,1.7,138300,99314,3040,Low,301914560,4,Premium,High
X1,2011,Middle East,Silver,Petrol,Automatic,3.7,57996,112140,6927,Low,776793780,13,Luxury,Medium
7 Series,2017,Europe,Blue,Hybrid,Automatic,3.6,106190,92330,7996,High,738270680,7,Premium,High
7 Series,2013,Asia,Blue,Petrol,Automatic,1.6,18656,97741,5602,Low,547545082,11,Premium,Low
X5,2019,North America,White,Petrol,Manual,3.1,39389,40823,8244,High,336544812,5,Mid-Range,Low
M5,2019,Asia,Red,Petrol,Manual,3.0,166839,70290,9443,High,663748470,5,Premium,Very High
X1,2024,Middle East,Red,Electric,Automatic,3.4,49878,83064,5338,Low,443395632,0,Premium,Low
M3,2010,South America,Red,Hybrid,Manual,4.1,121705,85904,9904,High,850793216,14,Premium,High
X5,2022,Asia,Blue,Electric,Manual,2.5,143290,45107,1535,Low,69239245,2,Mid-Range,High
I8,2014,Middle East,Silver,Petrol,Manual,3.0,115505,102285,4575,Low,467953875,10,Luxury,High
5 Series,2022,Africa,Blue,Hybrid,Automatic,4.3,194756,113342,8821,High,999789782,2,Luxury,Very High
I8,2010,Europe,Red,Hybrid,Manual,4.7,97268,47733,2817,Low,134463861,14,Mid-Range,Medium
I3,2016,North America,Red,Diesel,Automatic,4.6,76966,119321,7838,High,935237998,8,Luxury,Medium
I8,2017,Africa,Red,Electric,Manual,3.2,126433,38226,2026,Low,77445876,7,Mid-Range,High
X5,2012,Africa,Grey,Hybrid,Manual,3.3,166056,92284,4979,Low,459482036,12,Premium,Very High
X3,2012,North America,White,Hybrid,Automatic,3.4,87416,100524,333,Low,33474492,12,Luxury,Medium
X5,2016,Europe,Silver,Hybrid,Manual,4.5,199876,51852,8322,High,431512344,8,Mid-Range,Very High
7 Series,2013,Asia,Black,Petrol,Automatic,4.4,109114,30825,8486,High,261580950,11,Mid-Range,High
M5,2012,Asia,Blue,Diesel,Automatic,2.6,21180,60122,3487,Low,209645414,12,Premium,Low
I8,2024,Asia,Red,Hybrid,Manual,2.1,14513,67292,6584,Low,443050528,0,Premium,Low
I8,2017,North America,Red,Electric,Manual,2.8,99051,50164,2340,Low,117383760,7,Mid-Range,Medium
X1,2012,Europe,Red,Petrol,Manual,2.5,8374,113652,5687,Low,646338924,12,Luxury,Low
M3,2022,Middle East,Silver,Hybrid,Manual,4.8,94595,89450,3733,Low,333916850,2,Premium,Medium
7 Series,2023,South America,White,Hybrid,Automatic,2.4,89871,117857,1045,Low,123160565,1,Luxury,Medium
I3,2016,Asia,Silver,Diesel,Manual,2.1,70130,40498,5574,Low,225735852,8,Mid-Range,Medium
M3,2011,Asia,Grey,Diesel,Automatic,4.6,99482,118127,781,Low,92257187,13,Luxury,Medium
M3,2020,Middle East,Grey,Diesel,Manual,1.8,12182,76918,2248,Low,172911664,4,Premium,Low
I8,2020,North America,Blue,Petrol,Manual,2.4,55776,81973,2554,Low,209359042,4,Premium,Medium
7 Series,2010,North America,White,Hybrid,Manual,3.0,116310,38886,4899,Low,190502514,14,Mid-Range,High
X6,2021,Middle East,Black,Petrol,Manual,3.6,39545,97777,936,Low,91519272,3,Premium,Low
3 Series,2015,Middle East,Silver,Petrol,Manual,2.6,26436,68585,4560,Low,312747600,9,Premium,Low
X3,2017,Middle East,Blue,Hybrid,Manual,3.2,38454,49073,5743,Low,281826239,7,Mid-Range,Low
7 Series,2010,Asia,Silver,Hybrid,Manual,2.2,151015,51278,4947,Low,253672266,14,Mid-Range,Very High
5 Series,2022,South America,Black,Diesel,Manual,3.5,128713,112506,9451,High,1063294206,2,Luxury,High
X1,2019,Europe,Silver,Hybrid,Manual,2.9,93390,104321,8490,High,885685290,5,Luxury,Medium
X3,2021,Middle East,Silver,Diesel,Manual,4.5,123982,40854,3962,Low,161863548,3,Mid-Range,High
X6,2018,Middle East,Silver,Electric,Automatic,3.0,108347,41702,1666,Low,69475532,6,Mid-Range,High
X5,2024,Africa,Black,Petrol,Automatic,3.1,18745,81520,5280,Low,430425600,0,Premium,Low
X1,2012,Europe,Silver,Hybrid,Automatic,3.6,78143,90385,6711,Low,606573735,12,Premium,Medium
I8,2012,Africa,White,Electric,Manual,1.9,99489,64984,3212,Low,208728608,12,Premium,Medium
X3,2013,North America,White,Electric,Automatic,2.0,100995,67230,4451,Low,299240730,11,Premium,High
I8,2020,Asia,Grey,Hybrid,Manual,4.3,187381,32142,9447,High,303645474,4,Mid-Range,Very High
M5,2024,Middle East,Grey,Electric,Automatic,2.5,195652,104929,955,Low,100207195,0,Luxury,Very High
X3,2010,Africa,Black,Electric,Manual,3.9,81803,111853,7607,High,850865771,14,Luxury,Medium
3 Series,2018,Europe,Red,Electric,Manual,1.8,12001,62353,5809,Low,362208577,6,Premium,Low
I8,2020,South America,Silver,Petrol,Automatic,4.4,19123,119651,6962,Low,833010262,4,Luxury,Low
X1,2012,North America,White,Hybrid,Automatic,5.0,9991,103181,7335,High,756832635,12,Luxury,Low
5 Series,2022,Asia,Black,Hybrid,Automatic,2.8,182739,64722,9922,High,642171684,2,Premium,Very High
I8,2019,South America,Red,Petrol,Automatic,3.3,164623,49107,6008,Low,295034856,5,Mid-Range,Very High
7 Series,2013,Europe,Red,Petrol,Manual,3.0,32915,33712,5492,Low,185146304,11,Mid-Range,Low
X1,2010,Africa,Black,Electric,Automatic,4.6,49436,90606,5839,Low,529048434,14,Premium,Low
X1,2013,South America,Silver,Diesel,Automatic,1.5,36626,48123,8602,High,413954046,11,Mid-Range,Low
M3,2022,Middle East,Silver,Electric,Manual,3.8,95155,87053,4886,Low,425340958,2,Premium,Medium
7 Series,2010,South America,White,Electric,Automatic,3.8,45993,71992,8437,High,607396504,14,Premium,Low
M3,2014,Africa,Red,Diesel,Automatic,2.8,29912,100098,5995,Low,600087510,10,Luxury,Low
M3,2014,Middle East,Red,Diesel,Manual,2.3,129682,105868,8609,High,911417612,10,Luxury,High
3 Series,2023,Asia,Red,Diesel,Automatic,2.3,193075,82392,3076,Low,253437792,1,Premium,Very High
X1,2020,Africa,Silver,Diesel,Manual,4.3,126342,113479,3063,Low,347586177,4,Luxury,High
X3,2016,Asia,Silver,Hybrid,Manual,1.7,57863,80815,1838,Low,148537970,8,Premium,Medium
5 Series,2023,South America,White,Hybrid,Automatic,3.5,71890,78507,3261,Low,256011327,1,Premium,Medium
7 Series,2017,Middle East,Black,Electric,Automatic,2.6,197063,36762,7906,High,290640372,7,Mid-Range,Very High
M5,2013,Africa,Grey,Hybrid,Manual,2.4,54318,50309,1125,Low,56597625,11,Mid-Range,Medium
3 Series,2016,South America,Silver,Diesel,Automatic,3.3,61761,93803,4363,Low,409262489,8,Premium,Medium
5 Series,2013,North America,Black,Petrol,Manual,4.6,38283,56055,9222,High,516939210,11,Mid-Range,Low
I3,2012,Europe,Blue,Hybrid,Manual,3.7,85040,69292,6319,Low,437856148,12,Premium,Medium
I3,2024,Middle East,Red,Diesel,Automatic,4.3,5440,61757,3627,Low,223992639,0,Premium,Low
7 Series,2015,Asia,Black,Electric,Manual,3.6,12364,88956,2293,Low,203976108,9,Premium,Low
X1,2013,Asia,White,Hybrid,Manual,3.9,173158,90966,6556,Low,596373096,11,Premium,Very High
X3,2023,Asia,Grey,Hybrid,Automatic,3.0,67194,82504,1547,Low,127633688,1,Premium,Medium
X5,2012,Middle East,Red,Petrol,Manual,4.7,166811,91595,8081,High,740179195,12,Premium,Very High
X5,2024,Middle East,Blue,Hybrid,Manual,3.3,175625,32636,2211,Low,72158196,0,Mid-Range,Very High
X1,2024,South America,Blue,Petrol,Manual,3.4,80560,83783,2004,Low,167901132,0,Premium,Medium
X6,2018,Middle East,Blue,Hybrid,Manual,3.3,817,52055,9310,High,484632050,6,Mid-Range,Low
7 Series,2014,North America,Grey,Hybrid,Automatic,2.6,125457,76011,9928,High,754637208,10,Premium,High
X1,2022,South America,Grey,Petrol,Manual,2.3,98313,112485,3690,Low,415069650,2,Luxury,Medium
M3,2023,Africa,Red,Diesel,Manual,1.8,135124,75655,8817,High,667050135,1,Premium,High
I3,2016,Africa,White,Petrol,Manual,4.0,4673,43316,4212,Low,182446992,8,Mid-Range,Low
3 Series,2021,Africa,Black,Hybrid,Automatic,2.5,75784,93084,5844,Low,543982896,3,Premium,Medium
5 Series,2023,Middle East,Grey,Hybrid,Manual,2.9,42622,86510,5755,Low,497865050,1,Premium,Low
X1,2015,South America,Silver,Diesel,Manual,4.7,77349,45559,4459,Low,203147581,9,Mid-Range,Medium
X3,2019,Europe,Red,Petrol,Manual,3.5,61062,70013,5107,Low,357556391,5,Premium,Medium
7 Series,2024,North America,Silver,Diesel,Automatic,1.8,40706,46768,4590,Low,214665120,0,Mid-Range,Low
M3,2014,Europe,White,Electric,Automatic,4.3,26265,36523,1032,Low,37691736,10,Mid-Range,Low
X5,2016,Middle East,Red,Petrol,Automatic,2.4,14726,35572,2372,Low,84376784,8,Mid-Range,Low
M5,2020,Asia,Grey,Hybrid,Automatic,3.4,123943,109323,1663,Low,181804149,4,Luxury,High
5 Series,2015,South America,Grey,Diesel,Automatic,3.3,106072,45536,9763,High,444567968,9,Mid-Range,High
M5,2019,North America,Silver,Hybrid,Automatic,2.3,124260,109961,7786,High,856156346,5,Luxury,High
X1,2011,Africa,Black,Electric,Manual,1.9,100962,84289,2652,Low,223534428,13,Premium,High
7 Series,2022,South America,Red,Hybrid,Manual,2.2,85677,108358,722,Low,78234476,2,Luxury,Medium
M5,2022,Middle East,Grey,Hybrid,Manual,1.8,162530,115097,4536,Low,522079992,2,Luxury,Very High
X6,2022,Middle East,White,Electric,Automatic,2.5,112757,117594,6222,Low,731669868,2,Luxury,High
X6,2012,South America,Silver,Electric,Manual,5.0,155718,116471,1112,Low,129515752,12,Luxury,Very High
5 Series,2011,Middle East,Black,Electric,Manual,2.9,123557,50405,8263,High,416496515,13,Mid-Range,High
I3,2021,Middle East,Blue,Diesel,Automatic,4.5,107377,107234,5140,Low,551182760,3,Luxury,High
X1,2012,Europe,Red,Hybrid,Automatic,3.4,25052,82339,6358,Low,523511362,12,Premium,Low
I3,2010,Asia,Blue,Diesel,Manual,3.8,118708,48839,4505,Low,220019695,14,Mid-Range,High
X3,2017,Asia,Red,Petrol,Automatic,2.0,128853,38021,6330,Low,240672930,7,Mid-Range,High
I3,2015,Asia,Red,Hybrid,Automatic,2.5,172180,75105,1626,Low,122120730,9,Premium,Very High
7 Series,2022,Africa,Black,Hybrid,Automatic,3.3,67817,77140,3785,Low,291974900,2,Premium,Medium
3 Series,2011,South America,Blue,Hybrid,Manual,4.6,110660,86944,4319,Low,375511136,13,Premium,High
X1,2017,Africa,White,Hybrid,Automatic,1.7,43175,30696,6117,Low,187767432,7,Mid-Range,Low
3 Series,2015,Europe,Silver,Petrol,Manual,3.3,189876,70093,7536,High,528220848,9,Premium,Very High
I3,2016,Africa,White,Hybrid,Automatic,1.7,133359,87748,3347,Low,293692556,8,Premium,High
5 Series,2020,Middle East,Blue,Petrol,Automatic,3.1,35562,84670,7183,High,608184610,4,Premium,Low
7 Series,2010,Africa,Silver,Petrol,Manual,3.7,178741,80520,7602,High,612113040,14,Premium,Very High
X3,2016,North America,Silver,Petrol,Manual,4.1,126921,114950,8617,High,990524150,8,Luxury,High
I8,2012,Europe,Black,Hybrid,Automatic,2.0,40640,46498,856,Low,39802288,12,Mid-Range,Low
X3,2020,South America,Silver,Hybrid,Manual,2.1,125424,39262,6879,Low,270083298,4,Mid-Range,High
3 Series,2021,North America,Silver,Diesel,Manual,3.1,8035,34521,4122,Low,142295562,3,Mid-Range,Low
X3,2017,Africa,Blue,Electric,Automatic,5.0,132943,71962,7550,High,543313100,7,Premium,High
I8,2015,Asia,Red,Petrol,Automatic,2.7,118852,46474,4020,Low,186825480,9,Mid-Range,High
3 Series,2013,North America,Blue,Hybrid,Automatic,3.0,153238,118532,8299,High,983697068,11,Luxury,Very High
7 Series,2020,Middle East,Grey,Hybrid,Manual,3.0,141365,34566,2649,Low,91565334,4,Mid-Range,High
X5,2017,Africa,Black,Diesel,Automatic,1.8,141058,61601,9610,High,591985610,7,Premium,High
M3,2018,Asia,Blue,Petrol,Manual,4.2,158637,39317,5367,Low,211014339,6,Mid-Range,Very High
I8,2019,South America,Silver,Diesel,Automatic,2.4,19729,41464,2562,Low,106230768,5,Mid-Range,Low
M5,2011,Europe,Silver,Diesel,Automatic,4.0,111362,105544,1455,Low,153566520,13,Luxury,High
X6,2024,Europe,White,Diesel,Manual,3.2,167026,73928,9152,High,676589056,0,Premium,Very High
3 Series,2015,Asia,Red,Petrol,Automatic,3.6,18690,39005,6395,Low,249436975,9,Mid-Range,Low
